"country","stat_name","estimate","se","ci_lo","ci_hi","grouping","scenario"
"AT_2023","var_within_nwx",9229773458546.89,10009388112324,-10388627241608.2,28848174158702,"inc_noncap","baseline_3pct"
"AT_2023","var_between_nwx",4350097001.53476,57161117837.0621,-107685693959.107,116385887962.176,"inc_noncap","baseline_3pct"
"AT_2023","var_share_between_nw",0.0632366871772763,0.0217124277635354,0.0206803287607469,0.105793045593806,"inc_noncap","baseline_3pct"
"AT_2023","var_share_between_nwx",0.000573363926880314,0.00431184355349123,-0.0078778494379625,0.00902457729172313,"inc_noncap","baseline_3pct"
"AT_2023","d_var_share_between",0.062663323250396,0.0217263580959082,0.0200796613824159,0.105246985118376,"inc_noncap","baseline_3pct"
"AT_2023","gini_total_nw",0.699731497952375,0.0137564015535763,0.672768950907366,0.726694044997385,"inc_noncap","baseline_3pct"
"AT_2023","gini_within_nw",0.603065424584325,0.0111847894816908,0.581143237200211,0.624987611968439,"inc_noncap","baseline_3pct"
"AT_2023","gini_between_nw",0.0966660733680501,0.0130040508109678,0.0711781337785532,0.122154012957547,"inc_noncap","baseline_3pct"
"AT_2023","gini_total_nwx",NA,NA,NA,NA,"inc_noncap","baseline_3pct"
"AT_2023","gini_within_nwx",NA,NA,NA,NA,"inc_noncap","baseline_3pct"
"AT_2023","gini_between_nwx",NA,NA,NA,NA,"inc_noncap","baseline_3pct"
"AT_2023","d_gini_within",NA,NA,NA,NA,"inc_noncap","baseline_3pct"
"AT_2023","d_gini_between",NA,NA,NA,NA,"inc_noncap","baseline_3pct"
"AT_2023","gini_share_between_nw",0.13809591798195,0.0168289641752807,0.105111148198399,0.1710806877655,"inc_noncap","baseline_3pct"
"AT_2023","gini_share_between_nwx",NA,NA,NA,NA,"inc_noncap","baseline_3pct"
"AT_2023","d_gini_share_between",NA,NA,NA,NA,"inc_noncap","baseline_3pct"
"AT_2023","mld_within_nw",1.21365438063177,0.0347862257837189,1.14547337809568,1.28183538316786,"inc_noncap","baseline_3pct"
"AT_2023","mld_between_nw",0.162732629567956,0.0284340409511739,0.107001909303656,0.218463349832257,"inc_noncap","baseline_3pct"
"AT_2023","mld_within_nwx",1.19935604428059,0.0410922298312246,1.11881527381139,1.27989681474979,"inc_noncap","baseline_3pct"
"AT_2023","mld_between_nwx",0.158929644871293,0.0363294711799535,0.0877238813585843,0.230135408384002,"inc_noncap","baseline_3pct"
"AT_2023","d_mld_within",0.0142983363511787,0.0257042660131847,-0.0360820250346632,0.0646786977370207,"inc_noncap","baseline_3pct"
"AT_2023","d_mld_between",0.00380298469666314,0.0212568347508474,-0.0378604114149978,0.045466380808324,"inc_noncap","baseline_3pct"
"AT_2023","mld_wtkept_nw",0.95517497834344,0.00385849285553837,0.947612332346585,0.962737624340296,"inc_noncap","baseline_3pct"
"AT_2023","mld_wtkept_nwx",0.773408570733856,0.00925997653075395,0.755259016733578,0.791558124734133,"inc_noncap","baseline_3pct"
"AT_2023","mld_ngrp_nw",3,0,3,3,"inc_noncap","baseline_3pct"
"AT_2023","mld_ngrp_nwx",3,0,3,3,"inc_noncap","baseline_3pct"
"AT_2023","I_nw",0.635253348900227,0.020545493437219,0.594984181763278,0.675522516037177,"inc_noncap","baseline_3pct"
"AT_2023","I_nwx",0.491817397566402,0.0317417199288479,0.42960362650586,0.554031168626944,"inc_noncap","baseline_3pct"
"AT_2023","d_I",0.143435951333826,0.0312493449612043,0.0821872352098651,0.204684667457786,"inc_noncap","baseline_3pct"
"AT_2023","ms_gap_nw",1.38996316729338,0.108078596587348,1.17812911798218,1.60179721660458,"inc_noncap","baseline_3pct"
"AT_2023","ms_gap_nwx",-8.43808037661309,163.863348247687,-329.610242942079,312.734082188853,"inc_noncap","baseline_3pct"
"AT_2023","d_ms_gap",9.82804354390647,163.867555925301,-311.352366069683,331.008453157496,"inc_noncap","baseline_3pct"
"AT_2023","ms_wt_nw",0.110474605833782,0.000922921262297442,0.108665680159679,0.112283531507885,"inc_noncap","baseline_3pct"
"AT_2023","I_top_rest_nw",0.506689168706449,0.0201943918442697,0.46710816069168,0.546270176721218,"inc_noncap","baseline_3pct"
"AT_2023","I_top_rest_nwx",0.385233242752915,0.0305489332160094,0.325357333649536,0.445109151856293,"inc_noncap","baseline_3pct"
"AT_2023","d_I_top_rest",0.121455925953534,0.0296240270024461,0.0633928330287399,0.179519018878329,"inc_noncap","baseline_3pct"
"AT_2023","I_rest_bot_nw",0.479422305569695,0.0211053650405793,0.438055790090159,0.52078882104923,"inc_noncap","baseline_3pct"
"AT_2023","I_rest_bot_nwx",0.380875978039895,0.0242764451927208,0.333294145462163,0.428457810617628,"inc_noncap","baseline_3pct"
"AT_2023","d_I_rest_bot",0.0985463275297994,0.0257191491376229,0.0481367952200585,0.14895585983954,"inc_noncap","baseline_3pct"
"AT_2023","d_var_within",-8595365695748.48,10051831433703.3,-28296955305806.9,11106223914309.9,"inc_noncap","baseline_3pct"
"AT_2023","d_var_between",34704776095.5883,57741558798.7763,-78468679150.0132,147878231341.19,"inc_noncap","baseline_3pct"
"AT_2023","beta_nw",-0.576553554775886,0.0483437814225114,-0.671307366364009,-0.481799743187764,"inc_noncap","baseline_3pct"
"AT_2023","beta_nwx",-0.793987183931131,0.0623717123129769,-0.916235740064566,-0.671738627797697,"inc_noncap","baseline_3pct"
"AT_2023","I_norm_nw",0.768557136125334,0.0146730392568877,0.739797979181834,0.797316293068834,"inc_noncap","baseline_3pct"
"AT_2023","I_norm_nwx",0.716607072484479,0.0215247016755196,0.67441865720046,0.758795487768497,"inc_noncap","baseline_3pct"
"AT_2023","d_I_norm",0.0519500636408553,0.0218770775726528,0.00907099159845585,0.0948291356832548,"inc_noncap","baseline_3pct"
"AT_2023","n_valid",2832.8,1.2,2830.448,2835.152,"inc_noncap","baseline_3pct"
"AT_2023","pct_valid",1,0,1,1,"inc_noncap","baseline_3pct"
"BE_2023","cv2_total_nw",3.217436474756,1.26777352094271,0.732600373708288,5.70227257580371,"inc_noncap","baseline_3pct"
"BE_2023","cv2_within_nw",3.07064364991769,1.2370904699043,0.645946328905268,5.49534097093012,"inc_noncap","baseline_3pct"
"BE_2023","cv2_between_nw",0.146792824838303,0.0574707839393615,0.0341500883171549,0.259435561359452,"inc_noncap","baseline_3pct"
"BE_2023","cv2_total_nwx",5.99461286009577,4.28886525421541,-2.41156303816642,14.400788758358,"inc_noncap","baseline_3pct"
"BE_2023","cv2_within_nwx",5.80675307580915,4.30332953993183,-2.62777282245724,14.2412789740755,"inc_noncap","baseline_3pct"
"BE_2023","cv2_between_nwx",0.18785978428662,0.0793593422338436,0.032315473508287,0.343404095064954,"inc_noncap","baseline_3pct"
"BE_2023","d_cv2_within",-2.73610942589146,3.79857808383667,-10.1813224702113,4.70910361842842,"inc_noncap","baseline_3pct"
"BE_2023","d_cv2_between",-0.0410669594483169,0.0666173806735562,-0.171637025568487,0.0895031066718533,"inc_noncap","baseline_3pct"
"BE_2023","cv2_share_between_nw",0.0456331034809436,0.0175968578192936,0.0111432621551281,0.080122944806759,"inc_noncap","baseline_3pct"
"BE_2023","cv2_share_between_nwx",0.0313466378666166,0.0168238235981552,-0.00162805638576757,0.0643213321190008,"inc_noncap","baseline_3pct"
"BE_2023","d_cv2_share_between",0.014286465614327,0.0226039290685086,-0.0300172353599499,0.0585901665886038,"inc_noncap","baseline_3pct"
"BE_2023","var_total_nw",545515271171.561,313501350779.107,-68947376355.4895,1159977918698.61,"inc_noncap","baseline_3pct"
"BE_2023","var_within_nw",520615114328.299,303238732732.561,-73732801827.5203,1114963030484.12,"inc_noncap","baseline_3pct"
"BE_2023","var_between_nw",24900156843.2616,14077314689.7449,-2691379948.63839,52491693635.1616,"inc_noncap","baseline_3pct"
"BE_2023","var_total_nwx",595594778304.228,398742377582.708,-185940281757.879,1377129838366.34,"inc_noncap","baseline_3pct"
"BE_2023","var_within_nwx",576918842139.505,395931617630.096,-199107128415.484,1352944812694.49,"inc_noncap","baseline_3pct"
"BE_2023","var_between_nwx",18675936164.7228,10920062193.979,-2727385735.47601,40079258064.9217,"inc_noncap","baseline_3pct"
"BE_2023","var_share_between_nw",0.0456331034809436,0.0175968578192936,0.0111432621551281,0.080122944806759,"inc_noncap","baseline_3pct"
"BE_2023","var_share_between_nwx",0.0313466378666166,0.0168238235981552,-0.00162805638576757,0.0643213321190008,"inc_noncap","baseline_3pct"
"BE_2023","d_var_share_between",0.014286465614327,0.0226039290685086,-0.0300172353599499,0.0585901665886038,"inc_noncap","baseline_3pct"
"BE_2023","gini_total_nw",0.603788573368038,0.0208249203354602,0.562971729510536,0.64460541722554,"inc_noncap","baseline_3pct"
"BE_2023","gini_within_nw",0.561985521282064,0.0142846090456262,0.533987687552636,0.589983355011491,"inc_noncap","baseline_3pct"
"BE_2023","gini_between_nw",0.0418030520859745,0.0133804340194737,0.0155774014078061,0.068028702764143,"inc_noncap","baseline_3pct"
"BE_2023","gini_total_nwx",0.769565574886265,0.142292528269542,0.490672219477962,1.04845893029457,"inc_noncap","baseline_3pct"
"BE_2023","gini_within_nwx",0.722517105821649,0.118838954653454,0.489592754700878,0.955441456942419,"inc_noncap","baseline_3pct"
"BE_2023","gini_between_nwx",0.0470484690646164,0.0285091239205785,-0.00882941381971747,0.10292635194895,"inc_noncap","baseline_3pct"
"BE_2023","d_gini_within",-0.160531584539585,0.115849163034685,-0.387595944087568,0.0665327750083986,"inc_noncap","baseline_3pct"
"BE_2023","d_gini_between",-0.00524541697864187,0.0186324594761903,-0.0417650375519749,0.0312742035946912,"inc_noncap","baseline_3pct"
"BE_2023","gini_share_between_nw",0.069238961223667,0.0197248104255892,0.0305783327895122,0.107899589657822,"inc_noncap","baseline_3pct"
"BE_2023","gini_share_between_nwx",0.0611390169866393,0.0233419335379682,0.0153888272522215,0.106889206721057,"inc_noncap","baseline_3pct"
"BE_2023","d_gini_share_between",0.00809994423702775,0.00805637469306696,-0.00769055016138349,0.023890438635439,"inc_noncap","baseline_3pct"
"BE_2023","mld_within_nw",1.0080568021392,0.0531789180510424,0.903826122759159,1.11228748151925,"inc_noncap","baseline_3pct"
"BE_2023","mld_between_nw",0.0652291343936884,0.0256620249853879,0.014931565422328,0.115526703365049,"inc_noncap","baseline_3pct"
"BE_2023","mld_within_nwx",1.01674548660826,0.0566327753805109,0.905745246862458,1.12774572635406,"inc_noncap","baseline_3pct"
"BE_2023","mld_between_nwx",0.0646900220340308,0.0277107288963865,0.0103769933971132,0.119003050670948,"inc_noncap","baseline_3pct"
"BE_2023","d_mld_within",-0.00868868446905768,0.019451395796714,-0.0468134202306171,0.0294360512925017,"inc_noncap","baseline_3pct"
"BE_2023","d_mld_between",0.000539112359657627,0.00781503786282289,-0.0147783618514752,0.0158565865707905,"inc_noncap","baseline_3pct"
"BE_2023","mld_wtkept_nw",0.98065265233251,0.00410770901999447,0.972601542653321,0.988703762011699,"inc_noncap","baseline_3pct"
"BE_2023","mld_wtkept_nwx",0.904891235987047,0.00910499921396469,0.887045437527676,0.922737034446418,"inc_noncap","baseline_3pct"
"BE_2023","mld_ngrp_nw",3,0,3,3,"inc_noncap","baseline_3pct"
"BE_2023","mld_ngrp_nwx",3,0,3,3,"inc_noncap","baseline_3pct"
"BE_2023","I_nw",0.455129483196978,0.0376997131608144,0.381238045401782,0.529020920992175,"inc_noncap","baseline_3pct"
"BE_2023","I_nwx",0.443945541817282,0.0409707198733539,0.363642930865508,0.524248152769055,"inc_noncap","baseline_3pct"
"BE_2023","d_I",0.0111839413796966,0.0263185789329822,-0.0404004733289485,0.0627683560883418,"inc_noncap","baseline_3pct"
"BE_2023","ms_gap_nw",0.865177349365878,0.139161722169977,0.592420373912724,1.13793432481903,"inc_noncap","baseline_3pct"
"BE_2023","ms_gap_nwx",1.01474738138466,0.209451871341209,0.604221713555888,1.42527304921343,"inc_noncap","baseline_3pct"
"BE_2023","d_ms_gap",-0.149570032018781,0.195170856117432,-0.532104910008947,0.232964845971386,"inc_noncap","baseline_3pct"
"BE_2023","ms_wt_nw",0.11024772662413,0.00166968640328766,0.106975141273687,0.113520311974574,"inc_noncap","baseline_3pct"
"BE_2023","I_top_rest_nw",0.41200411438599,0.0342509854171731,0.344872182968331,0.479136045803649,"inc_noncap","baseline_3pct"
"BE_2023","I_top_rest_nwx",0.385424418956247,0.0365241456289273,0.313837093523549,0.457011744388944,"inc_noncap","baseline_3pct"
"BE_2023","d_I_top_rest",0.0265796954297432,0.0238932832896447,-0.0202511398179604,0.0734105306774469,"inc_noncap","baseline_3pct"
"BE_2023","I_rest_bot_nw",0.305874332016748,0.038914833514073,0.229601258329165,0.382147405704331,"inc_noncap","baseline_3pct"
"BE_2023","I_rest_bot_nwx",0.30697743707149,0.0382778790529686,0.231952794127671,0.382002080015308,"inc_noncap","baseline_3pct"
"BE_2023","d_I_rest_bot",-0.00110310505474176,0.0210984409273073,-0.042456049272264,0.0402498391627805,"inc_noncap","baseline_3pct"
"BE_2023","d_var_within",-56303727811.2057,191666045665.164,-431969177314.927,319361721692.516,"inc_noncap","baseline_3pct"
"BE_2023","d_var_between",6224220678.53875,11734591254.7125,-16775578180.6977,29224019537.7752,"inc_noncap","baseline_3pct"
"BE_2023","beta_nw",-0.61703155437878,0.0432077991622252,-0.701718840736741,-0.532344268020818,"inc_noncap","baseline_3pct"
"BE_2023","beta_nwx",-0.612491113669245,0.0822023702774384,-0.773607759413025,-0.451374467925466,"inc_noncap","baseline_3pct"
"BE_2023","I_norm_nw",0.663023163882522,0.0249819424839682,0.614058556613945,0.7119877711511,"inc_noncap","baseline_3pct"
"BE_2023","I_norm_nwx",0.655144348683633,0.0349075767705745,0.586725498213307,0.723563199153959,"inc_noncap","baseline_3pct"
"BE_2023","d_I_norm",0.00787881519888993,0.031152788169185,-0.0531806496127126,0.0689382800104924,"inc_noncap","baseline_3pct"
"BE_2023","n_valid",2047,753.002626157439,571.114852731419,3522.88514726858,"inc_noncap","baseline_3pct"
"BE_2023","pct_valid",1,0.367856681073493,0.279000905095955,1.72099909490405,"inc_noncap","baseline_3pct"
"CY_2023","cv2_total_nw",2.28997430106858,0.367545089828102,1.5695859250055,3.01036267713166,"inc_noncap","baseline_3pct"
"CY_2023","cv2_within_nw",2.09706866309208,0.360491109016789,1.39050608941918,2.80363123676499,"inc_noncap","baseline_3pct"
"CY_2023","cv2_between_nw",0.192905637976499,0.0452024731036737,0.104308790693299,0.2815024852597,"inc_noncap","baseline_3pct"
"CY_2023","cv2_total_nwx",4.39447599443315,0.767259287944224,2.89064779006247,5.89830419880383,"inc_noncap","baseline_3pct"
"CY_2023","cv2_within_nwx",4.15730395943406,0.7629662075294,2.66189019267643,5.65271772619168,"inc_noncap","baseline_3pct"
"CY_2023","cv2_between_nwx",0.237172034999092,0.0705173978856212,0.0989579351432742,0.375386134854909,"inc_noncap","baseline_3pct"
"CY_2023","d_cv2_within",-2.06023529634197,0.565313395619579,-3.16824955175635,-0.952221040927597,"inc_noncap","baseline_3pct"
"CY_2023","d_cv2_between",-0.0442663970225926,0.0413582271787181,-0.12532852229288,0.0367957282476948,"inc_noncap","baseline_3pct"
"CY_2023","cv2_share_between_nw",0.0846882348632424,0.0214162455503227,0.0427123935846099,0.126664076141875,"inc_noncap","baseline_3pct"
"CY_2023","cv2_share_between_nwx",0.0540944226910238,0.0177422136888505,0.0193196838608768,0.0888691615211709,"inc_noncap","baseline_3pct"
"CY_2023","d_cv2_share_between",0.0305938121722185,0.0152256512755403,0.000751535672159579,0.0604360886722775,"inc_noncap","baseline_3pct"
"CY_2023","var_total_nw",350208446830.641,78916625035.98,195531861760.12,504885031901.161,"inc_noncap","baseline_3pct"
"CY_2023","var_within_nw",320773850776.707,75819051485.4628,172168509865.2,469379191688.214,"inc_noncap","baseline_3pct"
"CY_2023","var_between_nw",29434596053.9332,7710534149.62132,14321949120.6755,44547242987.191,"inc_noncap","baseline_3pct"
"CY_2023","var_total_nwx",336777770535.304,77430792270.0245,185013417686.056,488542123384.552,"inc_noncap","baseline_3pct"
"CY_2023","var_within_nwx",318663713036.9,75243470142.8369,171186511556.94,466140914516.86,"inc_noncap","baseline_3pct"
"CY_2023","var_between_nwx",18114057498.4043,6266856399.76739,5831018954.86024,30397096041.9484,"inc_noncap","baseline_3pct"
"CY_2023","var_share_between_nw",0.0846882348632424,0.0214162455503227,0.0427123935846099,0.126664076141875,"inc_noncap","baseline_3pct"
"CY_2023","var_share_between_nwx",0.0540944226910238,0.0177422136888505,0.0193196838608768,0.0888691615211709,"inc_noncap","baseline_3pct"
"CY_2023","d_var_share_between",0.0305938121722185,0.0152256512755403,0.000751535672159586,0.0604360886722775,"inc_noncap","baseline_3pct"
"CY_2023","gini_total_nw",0.610119338682465,0.0168253045804038,0.577141741704874,0.643096935660056,"inc_noncap","baseline_3pct"
"CY_2023","gini_within_nw",0.545921313464425,0.0204809104802051,0.505778728923223,0.586063898005627,"inc_noncap","baseline_3pct"
"CY_2023","gini_between_nw",0.0641980252180404,0.0134584222498647,0.0378195176083057,0.0905765328277752,"inc_noncap","baseline_3pct"
"CY_2023","gini_total_nwx",0.866307399021542,0.0513250638873063,0.765710273802422,0.966904524240663,"inc_noncap","baseline_3pct"
"CY_2023","gini_within_nwx",0.793030111946674,0.0491641580380688,0.696668362192059,0.889391861701289,"inc_noncap","baseline_3pct"
"CY_2023","gini_between_nwx",0.0732772870748681,0.0176345955324349,0.0387134798312956,0.107841094318441,"inc_noncap","baseline_3pct"
"CY_2023","d_gini_within",-0.24710879848225,0.0463384872911926,-0.337932233572987,-0.156285363391512,"inc_noncap","baseline_3pct"
"CY_2023","d_gini_between",-0.00907926185682761,0.00804196932761071,-0.0248415217389446,0.00668299802528938,"inc_noncap","baseline_3pct"
"CY_2023","gini_share_between_nw",0.105245097737785,0.0219238284258866,0.0622743940230473,0.148215801452523,"inc_noncap","baseline_3pct"
"CY_2023","gini_share_between_nwx",0.0845393885237874,0.0195071064979893,0.0463054597877283,0.122773317259846,"inc_noncap","baseline_3pct"
"CY_2023","d_gini_share_between",0.0207057092139977,0.00881245824397211,0.00343329105581231,0.037978127372183,"inc_noncap","baseline_3pct"
"CY_2023","mld_within_nw",0.924919163412165,0.0599094756591998,0.807496591120133,1.0423417357042,"inc_noncap","baseline_3pct"
"CY_2023","mld_between_nw",0.0914424424546029,0.0240183120244784,0.0443665508866252,0.138518334022581,"inc_noncap","baseline_3pct"
"CY_2023","mld_within_nwx",0.988228921482687,0.0660343145134663,0.858801665036293,1.11765617792908,"inc_noncap","baseline_3pct"
"CY_2023","mld_between_nwx",0.0989928689174975,0.0283689134722875,0.043389798511814,0.154595939323181,"inc_noncap","baseline_3pct"
"CY_2023","d_mld_within",-0.0633097580705218,0.0230546017777918,-0.108496777554994,-0.0181227385860498,"inc_noncap","baseline_3pct"
"CY_2023","d_mld_between",-0.00755042646289468,0.00966514720070059,-0.0264941149762678,0.0113932620504785,"inc_noncap","baseline_3pct"
"CY_2023","mld_wtkept_nw",0.958320523284272,0.00912223569895996,0.94044094131431,0.976200105254233,"inc_noncap","baseline_3pct"
"CY_2023","mld_wtkept_nwx",0.844002258424334,0.0151261602324336,0.814354984368764,0.873649532479904,"inc_noncap","baseline_3pct"
"CY_2023","mld_ngrp_nw",3,0,3,3,"inc_noncap","baseline_3pct"
"CY_2023","mld_ngrp_nwx",3,0,3,3,"inc_noncap","baseline_3pct"
"CY_2023","I_nw",0.582235174102589,0.0505461486508049,0.483164722747012,0.681305625458167,"inc_noncap","baseline_3pct"
"CY_2023","I_nwx",0.450880649724473,0.0584127470137408,0.336391665577541,0.565369633871405,"inc_noncap","baseline_3pct"
"CY_2023","d_I",0.131354524378116,0.0442955817579449,0.0445351841325443,0.218173864623689,"inc_noncap","baseline_3pct"
"CY_2023","ms_gap_nw",1.04385252666977,0.128111311166312,0.792754356783803,1.29495069655574,"inc_noncap","baseline_3pct"
"CY_2023","ms_gap_nwx",1.14584029835694,0.18410030659528,0.785003697430193,1.50667689928369,"inc_noncap","baseline_3pct"
"CY_2023","d_ms_gap",-0.101987771687168,0.0974652610583533,-0.293019683361541,0.089044139987204,"inc_noncap","baseline_3pct"
"CY_2023","ms_wt_nw",0.11096211746433,0.00143926498462431,0.108141158094466,0.113783076834193,"inc_noncap","baseline_3pct"
"CY_2023","I_top_rest_nw",0.468749234525306,0.0422975821223761,0.385845973565449,0.551652495485163,"inc_noncap","baseline_3pct"
"CY_2023","I_top_rest_nwx",0.362805635574764,0.0501141751673922,0.264581852246676,0.461029418902853,"inc_noncap","baseline_3pct"
"CY_2023","d_I_top_rest",0.105943598950542,0.039753143173437,0.0280274383306055,0.183859759570478,"inc_noncap","baseline_3pct"
"CY_2023","I_rest_bot_nw",0.443695334925688,0.0532658328487111,0.339294302542214,0.548096367309161,"inc_noncap","baseline_3pct"
"CY_2023","I_rest_bot_nwx",0.332440555674365,0.0549605158528069,0.224717944602863,0.440163166745866,"inc_noncap","baseline_3pct"
"CY_2023","d_I_rest_bot",0.111254779251323,0.0323682119615297,0.0478130838067249,0.174696474695921,"inc_noncap","baseline_3pct"
"CY_2023","d_var_within",2110137739.80741,22423873670.8183,-41840654654.9965,46060930134.6113,"inc_noncap","baseline_3pct"
"CY_2023","d_var_between",11320538555.5289,4389162644.555,2717779772.20113,19923297338.8567,"inc_noncap","baseline_3pct"
"CY_2023","beta_nw",-0.514144479066842,0.0564691660886586,-0.624824044600613,-0.403464913533071,"inc_noncap","baseline_3pct"
"CY_2023","beta_nwx",-0.529528900184361,0.0513899864052326,-0.630253273538617,-0.428804526830105,"inc_noncap","baseline_3pct"
"CY_2023","I_norm_nw",0.724127792875249,0.0336051737290229,0.658261652366364,0.789993933384134,"inc_noncap","baseline_3pct"
"CY_2023","I_norm_nwx",0.640877298789745,0.042400898152624,0.557771538410602,0.723983059168888,"inc_noncap","baseline_3pct"
"CY_2023","d_I_norm",0.0832504940855041,0.0328479203474593,0.0188685702044839,0.147632417966524,"inc_noncap","baseline_3pct"
"CY_2023","n_valid",1255.8,464.925608242867,344.54580784398,2167.05419215602,"inc_noncap","baseline_3pct"
"CY_2023","pct_valid",1,0.370222427280415,0.274364042530386,1.72563595746961,"inc_noncap","baseline_3pct"
"DE_2023","cv2_total_nw",4.32188964560479,0.620234632517917,3.10622976586968,5.53754952533991,"inc_noncap","baseline_3pct"
"DE_2023","cv2_within_nw",4.01248926301846,0.664632226933707,2.7098100982284,5.31516842780853,"inc_noncap","baseline_3pct"
"DE_2023","cv2_between_nw",0.309400382586331,0.0742465405128424,0.16387716318116,0.454923601991502,"inc_noncap","baseline_3pct"
"DE_2023","cv2_total_nwx",15.9781145117124,4.19002220903848,7.76567098199697,24.1905580414278,"inc_noncap","baseline_3pct"
"DE_2023","cv2_within_nwx",15.4910687290922,4.12401961002369,7.40799029344577,23.5741471647386,"inc_noncap","baseline_3pct"
"DE_2023","cv2_between_nwx",0.487045782620178,0.144483775018226,0.203857583584455,0.770233981655902,"inc_noncap","baseline_3pct"
"DE_2023","d_cv2_within",-11.4785794660737,4.38824351094294,-20.0795367475219,-2.87762218462559,"inc_noncap","baseline_3pct"
"DE_2023","d_cv2_between",-0.177645400033847,0.0914211561331492,-0.35683086605482,0.00154006598712511,"inc_noncap","baseline_3pct"
"DE_2023","cv2_share_between_nw",0.0716972822330088,0.0215223245343293,0.0295135261457233,0.113881038320294,"inc_noncap","baseline_3pct"
"DE_2023","cv2_share_between_nwx",0.0304758435492524,0.0109075634249839,0.00909701923628384,0.0518546678622209,"inc_noncap","baseline_3pct"
"DE_2023","d_cv2_share_between",0.0412214386837565,0.0196957191630623,0.00261782912415428,0.0798250482433586,"inc_noncap","baseline_3pct"
"DE_2023","var_total_nw",459866015549.163,105204433193.49,253665326489.924,666066704608.403,"inc_noncap","baseline_3pct"
"DE_2023","var_within_nw",426969807491.085,107420818487.335,216425003255.908,637514611726.261,"inc_noncap","baseline_3pct"
"DE_2023","var_between_nw",32896208058.0788,7561573307.86269,18075524374.6679,47716891741.4897,"inc_noncap","baseline_3pct"
"DE_2023","var_total_nwx",799255126985.569,152171207854.63,500999559590.494,1097510694380.64,"inc_noncap","baseline_3pct"
"DE_2023","var_within_nwx",774917058746.025,152427755978.725,476158657027.724,1073675460464.33,"inc_noncap","baseline_3pct"
"DE_2023","var_between_nwx",24338068239.5442,6061683719.70174,12457168148.9287,36218968330.1596,"inc_noncap","baseline_3pct"
"DE_2023","var_share_between_nw",0.0716972822330088,0.0215223245343293,0.0295135261457233,0.113881038320294,"inc_noncap","baseline_3pct"
"DE_2023","var_share_between_nwx",0.0304758435492524,0.0109075634249839,0.00909701923628384,0.0518546678622209,"inc_noncap","baseline_3pct"
"DE_2023","d_var_share_between",0.0412214386837565,0.0196957191630623,0.00261782912415428,0.0798250482433586,"inc_noncap","baseline_3pct"
"DE_2023","gini_total_nw",0.723788804903286,0.0179961628152808,0.688516325785335,0.759061284021236,"inc_noncap","baseline_3pct"
"DE_2023","gini_within_nw",0.636639501334308,0.0303956247566774,0.577064076811221,0.696214925857396,"inc_noncap","baseline_3pct"
"DE_2023","gini_between_nw",0.0871493035689773,0.0173935526757103,0.0530579403245851,0.12124066681337,"inc_noncap","baseline_3pct"
"DE_2023","gini_total_nwx",1.12470950627349,0.096645919711765,0.935283503638432,1.31413550890855,"inc_noncap","baseline_3pct"
"DE_2023","gini_within_nwx",1.02252285037256,0.0892373880246332,0.847617569844283,1.19742813090085,"inc_noncap","baseline_3pct"
"DE_2023","gini_between_nwx",0.102186655900927,0.0225693509226626,0.0579507280925084,0.146422583709346,"inc_noncap","baseline_3pct"
"DE_2023","d_gini_within",-0.385883349038256,0.100020899058613,-0.581924311193137,-0.189842386883375,"inc_noncap","baseline_3pct"
