"country","stat_name","estimate","se","ci_lo","ci_hi"
"EE_2013","baseline_3pct_gini_abs_keptmin",1,0,1,1
"EE_2013","baseline_3pct_gini_abs_naltmax",0,0,0,0
"EE_2013","baseline_3pct_variance_nw",128924277337.286,2899277097.78087,123241694225.635,134606860448.936
"EE_2013","baseline_3pct_variance_nwx",160372798997.57,2795042708.63069,154894515288.654,165851082706.487
"EE_2013","baseline_3pct_variance_ratio",0.803859763743888,0.00511541998150596,0.793833540580137,0.81388598690764
"EE_2013","baseline_3pct_variance_ok",1,0,1,1
"EE_2013","baseline_3pct_variance_keptmin",1,0,1,1
"EE_2013","baseline_3pct_variance_naltmax",0,0,0,0
"EE_2013","baseline_3pct_kolm0.5_nw",0.0613974512213716,0.00231744375769299,0.0568552614562933,0.0659396409864498
"EE_2013","baseline_3pct_kolm0.5_nwx",7.94397246361239,0.261123710356221,7.4321699913142,8.45577493591058
"EE_2013","baseline_3pct_kolm0.5_ratio",0.00773379206706089,0.000366435029930726,0.00701557940839667,0.00845200472572512
"EE_2013","baseline_3pct_kolm0.5_ok",1,0,1,1
"EE_2013","baseline_3pct_kolm0.5_keptmin",1,0,1,1
"EE_2013","baseline_3pct_kolm0.5_naltmax",0,0,0,0
"EE_2013","baseline_3pct_kolm1_nw",0.0841954419166893,0.0029692271348244,0.0783757567324335,0.0900151271009451
"EE_2013","baseline_3pct_kolm1_nwx",15.7501535143612,0.266234122983503,15.2283346333135,16.2719723954089
"EE_2013","baseline_3pct_kolm1_ratio",0.0053463158316401,0.000193134127612587,0.00496777294151943,0.00572485872176077
"EE_2013","baseline_3pct_kolm1_ok",1,0,1,1
"EE_2013","baseline_3pct_kolm1_keptmin",1,0,1,1
"EE_2013","baseline_3pct_kolm1_naltmax",0,0,0,0
"EE_2013","baseline_3pct_p75_p25_nw",78673.2374511719,1749.60661698611,75244.0084818791,82102.4664204647
"EE_2013","baseline_3pct_p75_p25_nwx",74555.62765104,1234.18327327325,72136.6284354244,76974.6268666556
"EE_2013","baseline_3pct_p75_p25_ratio",1.05517096938456,0.00786893443625886,1.03974785788949,1.07059408087963
"EE_2013","baseline_3pct_p75_p25_ok",1,0,1,1
"EE_2013","baseline_3pct_p75_p25_keptmin",1,0,1,1
"EE_2013","baseline_3pct_p75_p25_naltmax",0,0,0,0
"EE_2013","baseline_3pct_p90_p10_nw",193827.728125,4398.55498584656,185206.560352741,202448.895897259
"EE_2013","baseline_3pct_p90_p10_nwx",168633.404125977,4413.91795791788,159982.124928458,177284.683323496
"EE_2013","baseline_3pct_p90_p10_ratio",1.14957852188101,0.0191060677472827,1.11213062909634,1.18702641466569
"EE_2013","baseline_3pct_p90_p10_ok",1,0,1,1
"EE_2013","baseline_3pct_p90_p10_keptmin",1,0,1,1
"EE_2013","baseline_3pct_p90_p10_naltmax",0,0,0,0
"EE_2013","baseline_3pct_inter1_nw",0.458960982655122,0.0103675914734136,0.438640503367232,0.479281461943013
"EE_2013","baseline_3pct_inter1_nwx",0.000970118830487722,1.27732869206247e-05,0.000945083188123297,0.000995154472852146
"EE_2013","baseline_3pct_inter1_ratio",473.088424123135,7.90397960785728,457.596624091735,488.580224154535
"EE_2013","baseline_3pct_inter1_ok",1,0,1,1
"EE_2013","baseline_3pct_inter1_keptmin",1,0,1,1
"EE_2013","baseline_3pct_inter1_naltmax",0,0,0,0
"EE_2013","baseline_3pct_inter2_nw",2.33705180972545,0.0625320963734696,2.21448890083344,2.45961471861745
"EE_2013","baseline_3pct_inter2_nwx",0.00101435052050531,1.77002915562943e-05,0.00097965794905497,0.00104904309195564
"EE_2013","baseline_3pct_inter2_ratio",2303.82860214372,32.8876836087939,2239.36874227048,2368.28846201696
"EE_2013","baseline_3pct_inter2_ok",1,0,1,1
"EE_2013","baseline_3pct_inter2_keptmin",1,0,1,1
"EE_2013","baseline_3pct_inter2_naltmax",0,0,0,0
"EE_2013","baseline_3pct_ge2_nw",6.48116231970825,0.21747618941369,6.05490898845741,6.90741565095908
"EE_2013","baseline_3pct_ge2_nwx",7.36851246040669,0.27441289615053,6.83066318395165,7.90636173686173
"EE_2013","baseline_3pct_ge2_ratio",0.8796605013688,0.00459719112914051,0.870650006755685,0.888670995981916
"EE_2013","baseline_3pct_ge2_ok",1,0,1,1
"EE_2013","baseline_3pct_ge2_keptmin",0.897861482630058,0.00180970291422073,0.894314464918185,0.90140850034193
"EE_2013","baseline_3pct_ge2_naltmax",0.102138517369942,0.00180970291422072,0.0985914996580698,0.105685535081815
"EE_2013","baseline_3pct_ge_theil_nw",1.09029299184355,0.017247588219108,1.0564877189341,1.12409826475301
"EE_2013","baseline_3pct_ge_theil_nwx",1.14655789685191,0.0160404624834748,1.1151185903843,1.17799720331952
"EE_2013","baseline_3pct_ge_theil_ratio",0.950912071815947,0.00248631889945611,0.946038886773013,0.955785256858881
"EE_2013","baseline_3pct_ge_theil_ok",1,0,1,1
"EE_2013","baseline_3pct_ge_theil_keptmin",0.897861482630058,0.00180970291422073,0.894314464918185,0.90140850034193
"EE_2013","baseline_3pct_ge_theil_naltmax",0.102138517369942,0.00180970291422072,0.0985914996580698,0.105685535081815
"EE_2013","baseline_3pct_ge_mld_nw",1.27349652624755,0.0176091008205025,1.23898268863937,1.30801036385574
"EE_2013","baseline_3pct_ge_mld_nwx",1.31340270090517,0.0166854693965757,1.28069918088788,1.34610622092246
"EE_2013","baseline_3pct_ge_mld_ratio",0.969607114701704,0.00114206252326687,0.967368672156101,0.971845557247307
"EE_2013","baseline_3pct_ge_mld_ok",1,0,1,1
"EE_2013","baseline_3pct_ge_mld_keptmin",0.897861482630058,0.00180970291422073,0.894314464918185,0.90140850034193
"EE_2013","baseline_3pct_ge_mld_naltmax",0.102138517369942,0.00180970291422072,0.0985914996580698,0.105685535081815
"EE_2013","baseline_3pct_atkinson05_nw",0.406706415124449,0.00509267365795652,0.396724774754854,0.416688055494043
"EE_2013","baseline_3pct_atkinson05_nwx",0.418818606388819,0.00459563497237084,0.409811161842972,0.427826050934666
"EE_2013","baseline_3pct_atkinson05_ratio",0.971069225373823,0.00152830474474276,0.968073748074127,0.974064702673519
